"Hot Spots - Method","Self time [%]","Self time","Invocations"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.__$swapInit()","2.917262E-4","0.032 ms","1"
"cvm.sb.manager.BrokerManager$MainManagerContext.<init>(cvm.sb.manager.BrokerManager, cvm.sb.manager.BrokerManager.1)","2.8260978E-4","0.031 ms","8"
"cvm.sb.expression.ContextBinder.__$swapInit()","2.8260978E-4","0.031 ms","1"
"cvm.sb.expression.ConditionEvaluator.__$swapInit()","2.8260978E-4","0.031 ms","1"
"cvm.sb.expression.StateTypeManagerContext.$get$$class$cvm$sb$expression$StateTypeManagerContext()","2.8260978E-4","0.031 ms","14"
"cvm.sb.manager.BrokerManager$MainManagerContext.getStateManager()","2.7349332E-4","0.03 ms","14"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$state$StateHolder()","2.7349332E-4","0.03 ms","4"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.$get$$class$cvm$sb$resource$bridge$CallExecutor$_getMethod_closure1()","2.7349332E-4","0.03 ms","2"
"cvm.sb.expression.EvaluationResult.class$(String)","2.7349332E-4","0.03 ms","1"
"cvm.sb.policy.PolicyManager.convertStringToInt(String)","2.7349332E-4","0.03 ms","6"
"cvm.sb.expression.ContextBinder.this$2$doGetBindable(sb.base.common.Signal)","2.643769E-4","0.029 ms","6"
"cvm.sb.expression.EvaluationResult$isTrue.call(Object)","2.643769E-4","0.029 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$cvm$sb$expression$ValueEvaluator()","2.643769E-4","0.029 ms","106"
"cvm.sb.expression.ContextProviderBinding.$get$$class$cvm$sb$expression$ContextProviderBinding()","2.643769E-4","0.029 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.encode(String)","2.643769E-4","0.029 ms","2"
"cvm.service.UserIDMappingTable.<init>()","2.5526044E-4","0.028 ms","1"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.$get$$class$cvm$sb$expression$StateTypeManagerContext$_entrySet_closure1()","2.46144E-4","0.027 ms","2"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.__$swapInit()","2.46144E-4","0.027 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$String()","2.46144E-4","0.027 ms","34"
"cvm.sb.expression.CombinationEvaluator.<clinit>","2.46144E-4","0.027 ms","1"
"cvm.sb.manager.HandlingResult.<clinit>","2.46144E-4","0.027 ms","1"
"cvm.sb.state.StateTypeManager.getName()","2.46144E-4","0.027 ms","12"
"cvm.sb.expression.ContextBinder.<clinit>","2.46144E-4","0.027 ms","1"
"cvm.sb.expression.ContextProviderWrapper.__$swapInit()","2.3702755E-4","0.026 ms","1"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.__$swapInit()","2.3702755E-4","0.026 ms","1"
"cvm.sb.expression.CombinationEvaluator.__$swapInit()","2.3702755E-4","0.026 ms","1"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.__$swapInit()","2.3702755E-4","0.026 ms","1"
"cvm.sb.expression.ContextProviderBinding.__$swapInit()","2.3702755E-4","0.026 ms","1"
"com.intellij.rt.execution.junit.TestMeter.stop()","2.3702755E-4","0.026 ms","1"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.<clinit>","2.3702755E-4","0.026 ms","1"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.__$swapInit()","2.279111E-4","0.025 ms","1"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.<clinit>","2.279111E-4","0.025 ms","1"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$Collection()","2.279111E-4","0.025 ms","24"
"cvm.ncb.adapters.Mock2Adapter.$getCallSiteArray()","2.279111E-4","0.025 ms","1"
"com.intellij.rt.execution.junit.segments.Packet.addReference(String)","2.279111E-4","0.025 ms","1"
"cvm.sb.expression.StateTypeManagerContext.__$swapInit()","2.279111E-4","0.025 ms","1"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","2.279111E-4","0.025 ms","2"
"cvm.sb.policy.PolicyManager.depthFirstSearch(cvm.sb.policy.metadata.Feature, String)","2.1879467E-4","0.024 ms","8"
"cvm.sb.expression.CombinationEvaluator$evaluate$0.callStatic(Class, Object, Object, Object)","2.1879467E-4","0.024 ms","5"
"cvm.sb.expression.EvaluationResult.$get$$class$cvm$sb$expression$EvaluationResult()","2.1879467E-4","0.024 ms","5"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.<clinit>","2.1879467E-4","0.024 ms","1"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.<init>(Object, Object)","2.1879467E-4","0.024 ms","1"
"cvm.sb.expression.ValueEvaluator.$get$$class$cvm$sb$expression$CombinedContextProvider()","2.1879467E-4","0.024 ms","24"
"cvm.sb.expression.ContextProviderWrapper.<clinit>","2.1879467E-4","0.024 ms","1"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.<clinit>","2.1879467E-4","0.024 ms","1"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.__$swapInit()","2.1879467E-4","0.024 ms","1"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.referenceTo(Object)","2.1879467E-4","0.024 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$Thread()","2.1879467E-4","0.024 ms","12"
"com.intellij.rt.execution.junit.TestMeter.usedMemory()","2.1879467E-4","0.024 ms","1"
"cvm.sb.expression.StateTypeManagerContext.<clinit>","2.0967821E-4","0.023 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$Class()","2.0967821E-4","0.023 ms","17"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.<clinit>","2.0967821E-4","0.023 ms","1"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.__$swapInit()","2.0056177E-4","0.022 ms","1"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.<clinit>","2.0056177E-4","0.022 ms","1"
"cvm.sb.state.StateHolder.getVariable(String)","2.0056177E-4","0.022 ms","10"
"cvm.sb.policy.PolicyManager$DesiredFeaturesList.<init>(cvm.sb.policy.PolicyManager)","2.0056177E-4","0.022 ms","3"
"cvm.sb.expression.ContextProviderBinding.<clinit>","2.0056177E-4","0.022 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$sb$base$common$Binding()","2.0056177E-4","0.022 ms","14"
"cvm.sb.expression.ValueEvaluator.$get$$class$sb$base$common$ParameterBinding()","2.0056177E-4","0.022 ms","39"
"cvm.sb.expression.ConditionEvaluator.$createCallSiteArray_1(String[])","1.9144533E-4","0.021 ms","2"
"cvm.ncb.oem.policy.PolicyDefaultHandler.disableCurrentFramework(cvm.sb.state.StateHolder, cvm.sb.resource.Resource)","1.9144533E-4","0.021 ms","2"
"cvm.sb.manager.HandlingResult.<init>(boolean, Object)","1.9144533E-4","0.021 ms","6"
"cvm.sb.expression.EvaluationResult.__$swapInit()","1.9144533E-4","0.021 ms","1"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.MacroAction)","1.9144533E-4","0.021 ms","2"
"cvm.ncb.adapters.Mock2Adapter.getName()","1.9144533E-4","0.021 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$java$lang$reflect$Method()","1.9144533E-4","0.021 ms","24"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.$get$$class$cvm$sb$emf$HandlerFactory$_createActionInstance_closure3()","1.9144533E-4","0.021 ms","2"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$Collection()","1.9144533E-4","0.021 ms","30"
"cvm.ncb.handlers.EventManager.notify(cvm.sb.manager.SignalInstance)","1.9144533E-4","0.021 ms","2"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.createPacket()","1.8232889E-4","0.02 ms","2"
"cvm.sb.autonomic.ChangePlanInstance.getParams()","1.8232889E-4","0.02 ms","6"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.<clinit>","1.8232889E-4","0.02 ms","1"
"cvm.sb.expression.EvaluationResult.<clinit>","1.8232889E-4","0.02 ms","1"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","1.8232889E-4","0.02 ms","2"
"com.intellij.rt.execution.junit.segments.OutputObjectRegistry.forget(Object)","1.7321244E-4","0.019 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$manager$ManagerContext()","1.7321244E-4","0.019 ms","8"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.SequenceAction)","1.7321244E-4","0.019 ms","1"
"cvm.sb.policy.PolicyRequest.<init>(sb.base.policy.PolicyEvaluationRequest, java.util.Map)","1.7321244E-4","0.019 ms","3"
"cvm.sb.emf.HandlerFactory.this$2$createActionInstance(sb.base.common.EnqueueCall)","1.7321244E-4","0.019 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$org$apache$commons$logging$LogFactory()","1.64096E-4","0.018 ms","1"
"cvm.sb.autonomic.ChangeRequestInstance.getParams()","1.64096E-4","0.018 ms","6"
"cvm.sb.expression.ContextProviderWrapper.$createCallSiteArray_1(String[])","1.64096E-4","0.018 ms","2"
"com.intellij.rt.execution.junit.segments.PacketWriter.<init>()","1.64096E-4","0.018 ms","2"
"cvm.sb.resource.bridge.CallExecutor.__$swapInit()","1.64096E-4","0.018 ms","1"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$lang$String()","1.64096E-4","0.018 ms","39"
"cvm.sb.resource.bridge.CallExecutor$_getMethod_closure1.$createCallSiteArray_1(String[])","1.5497956E-4","0.017 ms","2"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$Iterator()","1.5497956E-4","0.017 ms","8"
"cvm.service.UserIDMappingTable.<clinit>","1.5497956E-4","0.017 ms","1"
"cvm.sb.expression.ConditionEvaluator$_evaluate_closure1.$createCallSiteArray_1(String[])","1.5497956E-4","0.017 ms","2"
"cvm.sb.expression.ValueEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$StateTypeManagerContext()","1.5497956E-4","0.017 ms","12"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$Map$Entry()","1.5497956E-4","0.017 ms","11"
"cvm.sb.autonomic.ChangeRequestInstance.<init>(sb.base.autonomic.ChangeRequest, cvm.sb.autonomic.SymptomOccurrence)","1.5497956E-4","0.017 ms","2"
"cvm.sb.autonomic.ChangePlanInstance.getAction()","1.5497956E-4","0.017 ms","2"
"cvm.sb.autonomic.ChangePlanInstance.<init>(sb.base.autonomic.ChangePlan, cvm.sb.autonomic.ChangeRequestInstance)","1.5497956E-4","0.017 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$util$Map()","1.5497956E-4","0.017 ms","20"
"cvm.sb.expression.ContextProviderBinding.$createCallSiteArray_1(String[])","1.458631E-4","0.016 ms","2"
"cvm.sb.expression.StateTypeManagerContext.$createCallSiteArray_1(String[])","1.458631E-4","0.016 ms","2"
"cvm.sb.manager.HandlingResult.<init>()","1.458631E-4","0.016 ms","1"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$org$apache$commons$logging$Log()","1.458631E-4","0.016 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$Collection()","1.3674666E-4","0.015 ms","42"
"cvm.sb.expression.ContextProviderParams.<init>(java.util.Map)","1.3674666E-4","0.015 ms","6"
"com.intellij.rt.execution.junit.segments.PacketWriter.sendThrough(com.intellij.rt.execution.junit.segments.PacketProcessor)","1.3674666E-4","0.015 ms","2"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$emf$HandlerFactory()","1.3674666E-4","0.015 ms","2"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.$createCallSiteArray_1(String[])","1.2763022E-4","0.014 ms","2"
"cvm.sb.autonomic.SignalRegistry$SignalEntry.equals(Object)","1.2763022E-4","0.014 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$java$util$Iterator()","1.2763022E-4","0.014 ms","20"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$Iterator()","1.2763022E-4","0.014 ms","21"
"cvm.sb.autonomic.SymptomOccurrence.<init>(sb.base.autonomic.Symptom, java.util.Map)","1.2763022E-4","0.014 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.<init>(com.intellij.rt.execution.junit.segments.PacketProcessor, com.intellij.rt.execution.junit.segments.OutputObjectRegistry)","1.2763022E-4","0.014 ms","2"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.$createCallSiteArray_1(String[])","1.2763022E-4","0.014 ms","2"
"cvm.sb.emf.HandlerFactory$_createActionInstance_closure3.$createCallSiteArray_1(String[])","1.1851377E-4","0.013 ms","2"
"cvm.sb.expression.StateTypeManagerContext$_entrySet_closure1.$get$$class$groovy$util$MapEntry()","1.1851377E-4","0.013 ms","3"
"com.intellij.rt.execution.junit.segments.PacketWriter.appendString(String)","1.1851377E-4","0.013 ms","3"
"cvm.sb.policy.PolicyContext.<init>(String, java.util.Map)","1.1851377E-4","0.013 ms","3"
"cvm.sb.expression.ValueEvaluator.$createCallSiteArray_1(String[])","1.1851377E-4","0.013 ms","1"
"com.intellij.rt.execution.junit.segments.Packet.setTestState(Object, int)","1.1851377E-4","0.013 ms","1"
"cvm.sb.state.StateHolder.getResource(String)","1.0939733E-4","0.012 ms","6"
"com.intellij.rt.execution.junit.segments.PacketWriter.getString()","1.0939733E-4","0.012 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$cvm$sb$expression$ContextProviderBinding()","1.0939733E-4","0.012 ms","12"
"com.intellij.rt.execution.junit.TestMeter.writeTo(com.intellij.rt.execution.junit.segments.Packet)","1.0939733E-4","0.012 ms","1"
"cvm.sb.expression.EvaluationResult.isTrue()","1.0939733E-4","0.012 ms","2"
"com.intellij.rt.execution.junit.segments.Packet.addObject(Object)","1.00280886E-4","0.011 ms","1"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$expression$SignalLogger()","1.00280886E-4","0.011 ms","8"
"cvm.sb.policy.metadata.Metadata.fail()","1.00280886E-4","0.011 ms","2"
"cvm.sb.expression.ValueEvaluator.$get$$class$groovy$lang$GroovyShell()","1.00280886E-4","0.011 ms","12"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$util$LinkedHashSet()","1.00280886E-4","0.011 ms","8"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$LinkedHashSet()","9.1164446E-5","0.01 ms","13"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$java$util$LinkedHashMap()","8.2048E-5","0.0090 ms","6"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$Map()","8.2048E-5","0.0090 ms","7"
"cvm.sb.expression.ConditionEvaluator.$get$$class$java$lang$String()","8.2048E-5","0.0090 ms","8"
"cvm.sb.expression.ConditionEvaluator.$get$$class$cvm$sb$expression$CombinationEvaluator()","8.2048E-5","0.0090 ms","7"
"cvm.sb.resource.bridge.CallExecutor.$get$$class$cvm$sb$adapters$Call()","8.2048E-5","0.0090 ms","22"
"com.intellij.rt.execution.junit.segments.Packet.addLong(long)","7.293155E-5","0.0080 ms","5"
"cvm.sb.expression.ContextBinder.$get$$class$java$util$LinkedHashMap()","7.293155E-5","0.0080 ms","7"
"cvm.sb.expression.ContextProviderWrapper$_wrap_closure1.$get$$class$cvm$sb$expression$ContextProviderWrapper()","6.381511E-5","0.0070 ms","9"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$java$util$Map()","6.381511E-5","0.0070 ms","6"
"cvm.sb.state.StateHolder.get(String)","5.4698667E-5","0.0060 ms","9"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$ActionCaller()","5.4698667E-5","0.0060 ms","12"
"com.intellij.rt.execution.junit.segments.Packet.addString(String)","5.4698667E-5","0.0060 ms","2"
"cvm.ncb.adapters.NCBBridgeBase.getUserMapper()","5.4698667E-5","0.0060 ms","2"
"cvm.sb.expression.CombinationEvaluator.$get$$class$java$util$List()","5.4698667E-5","0.0060 ms","14"
"cvm.ncb.adapters.MockAdapter.getName()","5.4698667E-5","0.0060 ms","1"
"com.intellij.rt.execution.junit.segments.Packet.send()","5.4698667E-5","0.0060 ms","2"
"cvm.sb.expression.ContextBinder.$get$$class$cvm$sb$manager$SignalInstance()","4.5582223E-5","0.0050 ms","3"
"cvm.sb.emf.HandlerFactory.$get$$class$java$lang$Class()","3.6465775E-5","0.0040 ms","2"
"cvm.sb.expression.CombinationEvaluator$_evaluate_closure1.$get$$class$cvm$sb$expression$CombinationEvaluator()","3.6465775E-5","0.0040 ms","6"
"cvm.sb.expression.CombinationEvaluator.$get$$class$cvm$sb$expression$EvaluationResult()","3.6465775E-5","0.0040 ms","4"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$ActionInstance()","3.6465775E-5","0.0040 ms","12"
"cvm.sb.expression.CombinationEvaluator.$get$$class$groovy$lang$Binding()","1.8232888E-5","0.0020 ms","2"
"cvm.sb.expression.CombinationEvaluator.$get$$class$groovy$lang$GroovyShell()","1.8232888E-5","0.0020 ms","2"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$CallActionInstance()","1.8232888E-5","0.0020 ms","1"
"cvm.sb.resource.bridge.ManagedResource.toString()","9.116444E-6","0.0010 ms","7"
"cvm.sb.emf.HandlerFactory.$get$$class$cvm$sb$manager$actions$SequenceActionInstance()","9.116444E-6","0.0010 ms","1"
"cvm.sb.expression.CombinationEvaluator.$get$$class$cvm$sb$expression$ContextProviderWrapper()","9.116444E-6","0.0010 ms","2"
"java.lang.ApplicationShutdownHooks$1.run()","0.0","0.0 ms","1"
"sun.rmi.transport.tcp.TCPTransport$ConnectionHandler.run()","0.0","0.0 ms","1"
